ID,item_cnt_month
416,1.591235
417,1.4742565
418,1.6171381
419,1.5412576
420,1.0260992
421,1.0379221
422,1.2163363
423,1.1424849
424,1.0852613
425,1.050382
426,0.9943098
427,1.2869918
428,1.1303809
429,1.2574646
430,1.1283599
431,1.2923088
432,1.2943538
433,1.2378837
434,1.3040032
435,1.1507325
436,1.0826745
437,1.0963802
438,1.2659601
439,1.0920576
440,1.1947978
441,1.069015
442,1.0469486
443,1.0738976
444,1.0401838
445,1.1076672
446,1.0631049
447,1.0578432
448,1.172181
449,1.1205266
450,1.3454878
451,1.0269508
452,1.0386693
453,1.0656009
454,1.0894085
455,1.0860449
456,1.0216651
457,1.1225092
458,1.1462855
459,1.0687213
460,1.2859533
461,1.1104547
462,1.4748421
463,1.5290704
464,1.9254951
465,1.4946111
466,1.6473572
467,1.5926775
468,1.5770918
469,2.0089478
470,1.6453459
471,1.8701583
472,2.14566
473,1.9834342
474,1.9069993
475,1.5938174
476,1.7035294
477,1.6123211
478,1.558352
479,1.7876909
480,1.6205329
481,1.5644581
482,2.1256306
483,1.5562288
484,1.3756225
485,1.5842971
486,1.5792942
487,1.6180668
488,1.5735043
489,1.4739091
490,1.4224962
491,1.6086783
492,1.7116458
493,1.4342254
494,1.7657535
495,1.9828235
496,1.533524
497,1.5964444
498,1.5348849
499,1.5948132
500,1.591235
501,1.4742565
502,1.6171381
503,1.5412576
504,1.0016942
505,0.98881036
506,1.0473883
507,0.98165417
508,1.1070862
509,1.0167533
510,0.9772513
511,1.1750926
512,1.0233128
513,1.0636805
514,1.0030818
515,1.1113234
516,1.055228
517,1.0387964
518,1.0560815
519,1.036397
520,1.0103198
521,1.0163891
522,1.0482872
523,1.026533
524,1.0716335
525,1.0272443
526,0.9808156
527,1.0170255
528,1.020194
529,1.0406001
530,1.0129215
531,1.0067477
532,1.021418
533,1.0294666
534,1.3234193
535,0.99111223
536,0.9979211
537,1.0248525
538,1.0238839
539,1.0205203
540,0.96431226
541,1.0188892
542,1.0153109
543,0.99653697
544,1.0412138
545,1.0000508
546,1.0210532
547,0.9709259
548,1.0936074
549,1.0615761
550,1.0289893
551,1.0055166
552,0.9452409
553,1.1728891
554,0.9998799
555,1.1210681
556,0.9765698
557,1.1291445
558,1.1790669
559,1.0198504
560,1.0261645
561,1.0251603
562,0.9990833
563,1.0214615
564,1.0370505
565,0.97729754
566,1.140214
567,0.99212134
568,0.94080925
569,0.9971365
570,0.9921335
571,1.0831761
572,0.9863436
573,0.9784547
574,0.97826445
575,1.0482157
576,1.2289397
577,0.97152114
578,0.98668456
579,1.0136158
580,1.0126473
581,1.0092837
582,0.9449038
583,1.0076525
584,1.0040742
585,0.90643406
586,1.0299771
587,0.973436
588,1.042264
589,1.054678
590,1.1457459
591,1.0512697
592,1.1142656
593,1.090532
594,1.0305169
595,1.3008826
596,1.1755306
597,1.234612
598,1.0901134
599,1.2915051
600,1.2549558
601,1.2415184
602,1.1397085
603,1.1104364
604,1.0889595
605,1.1221585
606,1.1223266
607,1.0625737
608,1.2735436
609,1.0773975
610,1.0260854
611,1.0958433
612,1.0774095
613,1.1161821
614,1.0716197
615,1.147239
616,1.1819234
617,1.1067938
618,1.3142159
619,1.053675
620,1.0719607
621,1.0988921
622,1.0979235
623,1.0945599
624,1.03018
625,1.0929286
626,1.0893505
627,0.9917103
628,1.1152533
629,1.058712
630,1.0531693
631,1.0655832
632,1.1897888
633,1.0266268
634,1.127533
635,1.1016982
636,1.0414221
637,1.2838427
638,1.1723703
639,1.2645257
640,1.1200271
641,1.3214188
642,1.387237
643,1.1333551
644,1.167398
645,1.1213417
646,1.0952647
647,1.1711125
648,1.1332319
649,1.0734789
650,1.2763824
651,1.1638391
652,1.0384295
653,1.0907139
654,1.0857109
655,1.1270874
656,1.082525
657,1.073356
658,1.0629852
659,1.117699
660,1.3251212
661,1.0645803
662,1.0815048
663,1.1035509
664,1.1088288
665,1.1127816
666,1.0410852
667,1.1016097
668,1.1002557
669,1.0026155
670,1.1261586
671,1.0696173
672,1.0292397
673,1.0165987
674,1.0833485
675,1.0195047
676,1.064657
677,1.0527135
678,1.0124397
679,1.5630128
680,1.0760168
681,1.145603
682,1.0585284
683,1.1667699
684,1.1327269
685,1.094243
686,1.0892792
687,1.0703826
688,1.04628
689,1.0523493
690,1.0842474
691,1.0624932
692,1.1676373
693,1.0632045
694,1.008604
695,1.0443332
696,1.0393302
697,1.0781028
698,1.0391717
699,1.0833111
700,1.0573782
701,1.0654268
702,1.3593795
703,1.0270723
704,1.0436587
705,1.0608127
706,1.0598441
707,1.0564805
708,1.0469792
709,1.0548494
710,1.0512711
711,1.0397896
712,1.077174
713,1.0433036
714,1.0016942
715,0.98881036
716,1.0473883
717,0.98165417
718,1.1070862
719,1.0167533
720,0.9772513
721,1.1750926
722,1.0233128
723,1.0636805
724,1.0030818
725,1.1113234
726,1.055228
727,1.0387964
728,1.0560815
729,1.036397
730,1.0103198
731,1.0163891
732,1.0482872
733,1.026533
734,1.0716335
735,1.0272443
736,0.9808156
737,1.0170255
738,1.020194
739,1.0406001
740,1.0129215
741,1.0067477
742,1.021418
743,1.0294666
744,1.3234193
745,0.99111223
746,0.9979211
747,1.0248525
748,1.0238839
749,1.0205203
750,0.96431226
751,1.0188892
752,1.0153109
753,0.99653697
754,1.0412138
755,1.0000508
756,1.0260992
757,1.0379221
758,1.2163363
759,1.1424849
760,1.0852613
761,1.050382
762,0.9943098
763,1.2869918
764,1.1303809
765,1.2574646
766,1.1283599
767,1.2923088
768,1.2943538
769,1.2378837
770,1.3040032
771,1.1507325
772,1.0826745
773,1.0963802
774,1.2659601
775,1.0920576
776,1.1947978
777,1.069015
778,1.0469486
779,1.0738976
780,1.0401838
781,1.1076672
782,1.0631049
783,1.0578432
784,1.172181
785,1.1205266
786,1.3454878
787,1.0269508
788,1.0386693
789,1.0656009
790,1.0894085
791,1.0860449
792,1.0216651
793,1.1225092
794,1.1462855
795,1.0687213
796,1.2859533
797,1.1104547
798,1.4748421
799,1.5290704
800,1.9254951
801,1.4946111
802,1.6473572
803,1.5926775
804,1.5770918
805,2.0089478
806,1.6453459
807,1.8701583
808,2.14566
809,1.9834342
810,1.9069993
811,1.5938174
812,1.7035294
813,1.6123211
814,1.558352
815,1.7876909
816,1.6205329
817,1.5644581
818,2.1256306
819,1.5562288
820,1.3756225
821,1.5842971
822,1.5792942
823,1.6180668
824,1.5735043
825,1.4739091
826,1.4224962
827,1.6086783
828,1.7116458
829,1.4342254
830,1.7657535
831,1.9828235
832,1.533524
833,1.5964444
834,1.5348849
835,1.5948132
836,1.591235
837,1.4742565
838,1.6171381
839,1.5412576
840,1.0016942
841,0.98881036
842,1.0473883
843,0.98165417
844,1.1070862
845,1.0167533
846,0.9772513
847,1.1750926
848,1.0233128
849,1.0636805
850,1.0030818
851,1.1113234
852,1.055228
853,1.0387964
854,1.0560815
855,1.036397
856,1.0103198
857,1.0163891
858,1.0482872
859,1.026533
860,1.0716335
861,1.0272443
862,0.9808156
863,1.0170255
864,1.020194
865,1.0406001
866,1.0129215
867,1.0067477
868,1.021418
869,1.0294666
870,1.3234193
871,0.99111223
872,0.9979211
873,1.0248525
874,1.0238839
875,1.0205203
876,0.96431226
877,1.0188892
878,1.0153109
879,0.99653697
880,1.0412138
881,1.0000508
882,1.0531693
883,1.0655832
884,1.1897888
885,1.0266268
886,1.127533
887,1.1016982
888,1.0414221
889,1.2838427
890,1.1723703
891,1.2645257
892,1.1200271
893,1.3214188
894,1.387237
895,1.1333551
896,1.167398
897,1.1213417
898,1.0952647
899,1.1711125
900,1.1332319
901,1.0734789
902,1.2763824
903,1.1638391
904,1.0384295
905,1.0907139
906,1.0857109
907,1.1270874
908,1.082525
909,1.073356
910,1.0629852
911,1.117699
912,1.3251212
913,1.0645803
914,1.0815048
915,1.1035509
916,1.1088288
917,1.1127816
918,1.0410852
919,1.1016097
920,1.1002557
921,1.0026155
922,1.1261586
923,1.0696173
924,1.1375111
925,1.2051692
926,1.2496061
927,1.1761603
928,1.2068775
929,1.2189713
930,1.1473943
931,1.2361101
932,1.3405174
933,1.7362764
934,1.3202864
935,1.360714
936,1.4991367
937,1.3060791
938,1.2613099
939,1.2634088
940,1.2125378
941,1.2887403
942,1.239503
943,1.4283288
944,1.5055772
945,1.2294623
946,1.1900549
947,1.1549295
948,1.1650101
949,1.2325265
950,1.1997981
951,1.2495688
952,1.2236359
953,1.2419208
954,2.2593167
955,1.1933625
956,1.200139
957,1.2030333
958,1.2252069
959,1.1987011
960,1.1895366
961,1.2569274
962,1.1975447
963,1.1851442
964,1.2113736
965,1.1999593
966,1.0531693
967,1.0655832
968,1.1897888
969,1.0266268
970,1.127533
971,1.1016982
972,1.0414221
973,1.2838427
974,1.1723703
975,1.2645257
976,1.1200271
977,1.3214188
978,1.387237
979,1.1333551
980,1.167398
981,1.1213417
982,1.0952647
983,1.1711125
984,1.1332319
985,1.0734789
986,1.2763824
987,1.1638391
988,1.0384295
989,1.0907139
990,1.0857109
991,1.1270874
992,1.082525
993,1.073356
994,1.0629852
995,1.117699
996,1.3251212
997,1.0645803
998,1.0815048
999,1.1035509
1000,1.1088288
1001,1.1127816
1002,1.0410852
1003,1.1016097
1004,1.1002557
1005,1.0026155
1006,1.1261586
1007,1.0696173
1008,1.0260992
1009,1.0379221
1010,1.2163363
1011,1.1424849
1012,1.0852613
1013,1.050382
1014,0.9943098
1015,1.2869918
1016,1.1303809
1017,1.2574646
1018,1.1283599
1019,1.2923088
1020,1.2943538
1021,1.2378837
1022,1.3040032
1023,1.1507325
1024,1.0826745
1025,1.0963802
1026,1.2659601
1027,1.0920576
1028,1.1947978
1029,1.069015
1030,1.0469486
1031,1.0738976
1032,1.0401838
1033,1.1076672
1034,1.0631049
1035,1.0578432
1036,1.172181
1037,1.1205266
1038,1.3454878
1039,1.0269508
1040,1.0386693
1041,1.0656009
1042,1.0894085
1043,1.0860449
1044,1.0216651
1045,1.1225092
1046,1.1462855
1047,1.0687213
1048,1.2859533
1049,1.1104547
1050,1.4748421
1051,1.5290704
1052,1.9254951
1053,1.4946111
1054,1.6473572
1055,1.5926775
1056,1.5770918
1057,2.0089478
1058,1.6453459
1059,1.8701583
1060,2.14566
1061,1.9834342
1062,1.9069993
1063,1.5938174
1064,1.7035294
1065,1.6123211
1066,1.558352
1067,1.7876909
1068,1.6205329
1069,1.5644581
1070,2.1256306
1071,1.5562288
1072,1.3756225
1073,1.5842971
1074,1.5792942
1075,1.6180668
1076,1.5735043
1077,1.4739091
1078,1.4224962
1079,1.6086783
1080,1.7116458
1081,1.4342254
1082,1.7657535
1083,1.9828235
1084,1.533524
1085,1.5964444
1086,1.5348849
1087,1.5948132
1088,1.591235
1089,1.4742565
1090,1.6171381
1091,1.5412576
1092,1.042264
1093,1.054678
1094,1.1457459
1095,1.0512697
1096,1.1142656
1097,1.090532
1098,1.0305169
1099,1.3008826
1100,1.1755306
1101,1.234612
1102,1.0901134
1103,1.2915051
1104,1.2549558
1105,1.2415184
1106,1.1397085
1107,1.1104364
1108,1.0889595
1109,1.1221585
1110,1.1223266
1111,1.0625737
1112,1.2735436
1113,1.0773975
1114,1.0260854
1115,1.0958433
1116,1.0774095
1117,1.1161821
1118,1.0716197
1119,1.147239
1120,1.1819234
1121,1.1067938
1122,1.3142159
1123,1.053675
1124,1.0719607
1125,1.0988921
1126,1.0979235
1127,1.0945599
1128,1.03018
1129,1.0929286
1130,1.0893505
1131,0.9917103
1132,1.1152533
1133,1.058712
1134,1.0195581
1135,1.0165192
1136,1.083269
1137,0.97427523
1138,1.0669396
1139,1.052634
1140,0.9923582
1141,1.235194
1142,1.1231356
1143,1.1733325
1144,0.9661738
1145,1.1821132
1146,1.2172023
1147,1.0796337
1148,1.1023983
1149,1.0722777
1150,1.0397322
1151,1.0884503
1152,1.0841677
1153,1.0624137
1154,1.1646556
1155,1.1386614
1156,1.0099633
1157,1.0416498
1158,1.0366468
1159,1.0780232
1160,1.0334609
1161,1.071771
1162,1.05017
1163,1.0653472
1164,1.3400495
1165,1.0269928
1166,1.0324407
1167,1.0544869
1168,1.0597646
1169,1.0637176
1170,0.9920213
1171,1.0525457
1172,1.0511916
1173,1.030108
1174,1.0770946
1175,1.033622
1176,1.186646
1177,1.1534884
1178,1.2540855
1179,1.1876745
1180,1.2602468
1181,1.2170961
1182,1.2015102
1183,1.3931838
1184,1.3421575
1185,1.3510962
1186,1.3675408
1187,1.395097
1188,1.4104474
1189,1.2135782
1190,1.3120122
1191,1.2367398
1192,1.1813347
1193,1.2932943
1194,1.2449514
1195,1.2268758
1196,1.6191577
1197,1.1787384
1198,1.1712389
1199,1.2087157
1200,1.2037127
1201,1.2424853
1202,1.197923
1203,1.2802578
1204,1.2682853
1205,1.2298093
1206,1.4193076
1207,1.1066613
1208,1.0735717
1209,1.2906419
1210,1.2284646
1211,1.2401996
1212,1.159303
1213,1.2192318
1214,1.2156537
1215,1.1752312
1216,1.2415566
1217,1.1787453
1218,1.186646
1219,1.1534884
1220,1.2540855
1221,1.1876745
1222,1.2602468
1223,1.2170961
1224,1.2015102
1225,1.3931838
1226,1.3421575
1227,1.3510962
1228,1.3675408
1229,1.395097
1230,1.4104474
1231,1.2135782
1232,1.3120122
1233,1.2367398
1234,1.1813347
1235,1.2932943
1236,1.2449514
1237,1.2268758
1238,1.6191577
1239,1.1787384
1240,1.1712389
1241,1.2087157
1242,1.2037127
1243,1.2424853
1244,1.197923
1245,1.2802578
1246,1.2682853
1247,1.2298093
1248,1.4193076
1249,1.1066613
1250,1.0735717
1251,1.2906419
1252,1.2284646
1253,1.2401996
1254,1.159303
1255,1.2192318
1256,1.2156537
1257,1.1752312
1258,1.2415566
1259,1.1787453
1260,1.186646
1261,1.1534884
1262,1.2540855
1263,1.1876745
1264,1.2602468
1265,1.2170961
1266,1.2015102
1267,1.3931838
1268,1.3421575
1269,1.3510962
1270,1.3675408
1271,1.395097
1272,1.4104474
1273,1.2135782
1274,1.3120122
1275,1.2367398
1276,1.1813347
1277,1.2932943
1278,1.2449514
1279,1.2268758
1280,1.6191577
1281,1.1787384
1282,1.1712389
1283,1.2087157
1284,1.2037127
1285,1.2424853
1286,1.197923
1287,1.2802578
1288,1.2682853
1289,1.2298093
1290,1.4193076
1291,1.1066613
1292,1.0735717
1293,1.2906419
1294,1.2284646
1295,1.2401996
1296,1.159303
1297,1.2192318
1298,1.2156537
1299,1.1752312
1300,1.2415566
1301,1.1787453
1302,1.186646
1303,1.1534884
1304,1.2540855
1305,1.1876745
1306,1.2602468
1307,1.2170961
1308,1.2015102
1309,1.3931838
1310,1.3421575
1311,1.3510962
1312,1.3675408
1313,1.395097
1314,1.4104474
1315,1.2135782
1316,1.3120122
1317,1.2367398
1318,1.1813347
1319,1.2932943
1320,1.2449514
1321,1.2268758
1322,1.6191577
1323,1.1787384
1324,1.1712389
1325,1.2087157
1326,1.2037127
1327,1.2424853
1328,1.197923
1329,1.2802578
1330,1.2682853
1331,1.2298093
1332,1.4193076
1333,1.1066613
1334,1.0735717
1335,1.2906419
1336,1.2284646
1337,1.2401996
1338,1.159303
1339,1.2192318
1340,1.2156537
1341,1.1752312
1342,1.2415566
1343,1.1787453
1344,1.186646
1345,1.1534884
1346,1.2540855
1347,1.1876745
1348,1.2602468
1349,1.2170961
1350,1.2015102
1351,1.3931838
1352,1.3421575
1353,1.3510962
1354,1.3675408
1355,1.395097
1356,1.4104474
1357,1.2135782
1358,1.3120122
1359,1.2367398
1360,1.1813347
1361,1.2932943
1362,1.2449514
1363,1.2268758
1364,1.6191577
1365,1.1787384
1366,1.1712389
1367,1.2087157
1368,1.2037127
1369,1.2424853
1370,1.197923
1371,1.2802578
1372,1.2682853
1373,1.2298093
1374,1.4193076
1375,1.1066613
1376,1.0735717
1377,1.2906419
1378,1.2284646
1379,1.2401996
1380,1.159303
1381,1.2192318
1382,1.2156537
1383,1.1752312
1384,1.2415566
1385,1.1787453
1386,1.186646
1387,1.1534884
1388,1.2540855
1389,1.1876745
1390,1.2602468
1391,1.2170961
1392,1.2015102
1393,1.3931838
1394,1.3421575
1395,1.3510962
1396,1.3675408
1397,1.395097
1398,1.4104474
1399,1.2135782
1400,1.3120122
1401,1.2367398
1402,1.1813347
1403,1.2932943
1404,1.2449514
1405,1.2268758
1406,1.6191577
1407,1.1787384
1408,1.1712389
1409,1.2087157
1410,1.2037127
1411,1.2424853
1412,1.197923
1413,1.2802578
1414,1.2682853
1415,1.2298093
1416,1.4193076
1417,1.1066613
1418,1.0735717
1419,1.2906419
1420,1.2284646
1421,1.2401996
1422,1.159303
1423,1.2192318
1424,1.2156537
1425,1.1752312
1426,1.2415566
1427,1.1787453
1428,1.186646
1429,1.1534884
1430,1.2540855
1431,1.1876745
1432,1.2602468
1433,1.2170961
1434,1.2015102
1435,1.3931838
1436,1.3421575
1437,1.3510962
1438,1.3675408
1439,1.395097
1440,1.4104474
1441,1.2135782
1442,1.3120122
1443,1.2367398
1444,1.1813347
1445,1.2932943
1446,1.2449514
1447,1.2268758
1448,1.6191577
1449,1.1787384
1450,1.1712389
1451,1.2087157
1452,1.2037127
1453,1.2424853
1454,1.197923
1455,1.2802578
1456,1.2682853
1457,1.2298093
1458,1.4193076
1459,1.1066613
1460,1.0735717
1461,1.2906419
1462,1.2284646
1463,1.2401996
1464,1.159303
1465,1.2192318
1466,1.2156537
1467,1.1752312
1468,1.2415566
1469,1.1787453
1470,1.186646
1471,1.1534884
1472,1.2540855
1473,1.1876745
1474,1.2602468
1475,1.2170961
1476,1.2015102
1477,1.3931838
1478,1.3421575
1479,1.3510962
1480,1.3675408
1481,1.395097
1482,1.4104474
1483,1.2135782
1484,1.3120122
1485,1.2367398
1486,1.1813347
1487,1.2932943
1488,1.2449514
1489,1.2268758
1490,1.6191577
1491,1.1787384
1492,1.1712389
1493,1.2087157
1494,1.2037127
1495,1.2424853
1496,1.197923
1497,1.2802578
1498,1.2682853
1499,1.2298093
1500,1.4193076
1501,1.1066613
1502,1.0735717
1503,1.2906419
1504,1.2284646
1505,1.2401996
1506,1.159303
1507,1.2192318
1508,1.2156537
1509,1.1752312
1510,1.2415566
1511,1.1787453
1512,1.186646
1513,1.1534884
1514,1.2540855
1515,1.1876745
1516,1.2602468
1517,1.2170961
1518,1.2015102
1519,1.3931838
1520,1.3421575
1521,1.3510962
1522,1.3675408
1523,1.395097
1524,1.4104474
1525,1.2135782
1526,1.3120122
1527,1.2367398
1528,1.1813347
1529,1.2932943
1530,1.2449514
1531,1.2268758
1532,1.6191577
1533,1.1787384
1534,1.1712389
1535,1.2087157
1536,1.2037127
1537,1.2424853
1538,1.197923
1539,1.2802578
1540,1.2682853
1541,1.2298093
1542,1.4193076
1543,1.1066613
1544,1.0735717
1545,1.2906419
1546,1.2284646
1547,1.2401996
1548,1.159303
1549,1.2192318
1550,1.2156537
1551,1.1752312
1552,1.2415566
1553,1.1787453
1554,1.186646
1555,1.1534884
1556,1.2540855
1557,1.1876745
1558,1.2602468
1559,1.2170961
1560,1.2015102
1561,1.3931838
1562,1.3421575
1563,1.3510962
1564,1.3675408
1565,1.395097
1566,1.4104474
1567,1.2135782
1568,1.3120122
1569,1.2367398
1570,1.1813347
1571,1.2932943
1572,1.2449514
1573,1.2268758
1574,1.6191577
1575,1.1787384
1576,1.1712389
1577,1.2087157
1578,1.2037127
1579,1.2424853
1580,1.197923
1581,1.2802578
1582,1.2682853
1583,1.2298093
1584,1.4193076
1585,1.1066613
1586,1.0735717
1587,1.2906419
1588,1.2284646
1589,1.2401996
1590,1.159303
1591,1.2192318
1592,1.2156537
1593,1.1752312
1594,1.2415566
1595,1.1787453
1596,1.223032
1597,1.1898074
1598,1.3586121
1599,1.1796775
1600,1.3005865
1601,1.2006509
1602,1.2672992
1603,1.479851
1604,1.3146889
1605,1.5864977
1606,1.3039271
1607,1.4542377
1608,1.2763212
1609,1.3301725
1610,1.2881486
1611,1.348881
1612,1.2423354
1613,1.2882789
1614,1.7920495
1615,1.2984228
1616,1.6757269
1617,1.3641906
1618,1.2605426
1619,1.2802627
1620,1.2755167
1621,1.2745059
1622,1.2955503
1623,1.2512233
1624,1.2252904
1625,1.2462125
1626,1.5867294
1627,1.3751764
1628,1.3350708
1629,1.2967423
1630,1.2957737
1631,1.2924101
1632,1.2829087
1633,1.3527203
1634,1.2872007
1635,1.2134194
1636,1.3131036
1637,1.2370961
1638,1.223032
1639,1.1898074
1640,1.3586121
1641,1.1796775
1642,1.3005865
1643,1.2006509
1644,1.2672992
1645,1.479851
1646,1.3146889
1647,1.5864977
1648,1.3039271
1649,1.4542377
1650,1.2763212
1651,1.3301725
1652,1.2881486
1653,1.348881
1654,1.2423354
1655,1.2882789
1656,1.7920495
1657,1.2984228
1658,1.6757269
1659,1.3641906
1660,1.2605426
1661,1.2802627
1662,1.2755167
1663,1.2745059
1664,1.2955503
1665,1.2512233
1666,1.2252904
1667,1.2462125
1668,1.5867294
1669,1.3751764
1670,1.3350708
1671,1.2967423
1672,1.2957737
1673,1.2924101
1674,1.2829087
1675,1.3527203
1676,1.2872007
1677,1.2134194
1678,1.3131036
1679,1.2370961
1680,1.223032
1681,1.1898074
1682,1.3586121
1683,1.1796775
1684,1.3005865
